epoch-accuracy-loss-val_accuracy-val_loss
0-0.8390712738037109-0.3950653374195099-0.530961811542511-0.9687680006027222
1-0.9735788702964783-0.12240434437990189-0.9104084372520447-0.3670133650302887
2-0.9855884909629822-0.05900304391980171-0.9156785011291504-0.2595205008983612
3-0.9911929368972778-0.042522355914115906-0.9407114386558533-0.1949375569820404
